Map,Team,Player,Agent,ACS,Kills,Deaths,Assists,FirstKills,Winner,MapScore,Date,MatchID,MatchURL,Region,Match_ID
Haven,TL,kamo,neon,195.0,11,15,1,3.0,False,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Haven,TL,nats,cypher,168.0,9,15,2,2.0,False,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Haven,TL,patitek,sova,95.0,5,14,1,0.0,False,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Haven,TL,serial,astra,96.0,5,14,1,1.0,False,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Haven,BBL,magnum,cypher,318.0,18,8,10,4.0,True,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Haven,BBL,jamppi,breach,253.0,19,7,2,0.0,True,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Haven,BBL,profek,omen,247.0,18,7,4,3.0,True,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Haven,BBL,sociablee,sova,156.0,9,11,6,1.0,True,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Haven,BBL,lewn,jett,121.0,7,11,3,3.0,True,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Lotus,APK,florescent,yoru,241.0,22,16,4,3.0,True,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Lotus,APK,batujnax,viper,187.0,16,12,8,4.0,True,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Lotus,APK,molsi,breach,231.0,19,14,7,0.0,True,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Lotus,APK,avova,omen,158.0,11,14,8,2.0,True,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Lotus,APK,governor,tejo,213.0,17,17,5,1.0,True,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Lotus,NAVI,hiro,raze,286.0,23,18,8,4.0,False,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Lotus,NAVI,shao,astra,207.0,17,16,5,1.0,False,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Lotus,NAVI,ange1,fade,172.0,14,17,7,5.0,False,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Lotus,NAVI,koalanoob,chamber,121.0,11,16,4,1.0,False,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Lotus,NAVI,ruxic,omen,118.0,8,19,7,2.0,False,13‑10,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,APK,florescent,neon,288.0,26,15,5,6.0,False,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,APK,molsi,breach,169.0,14,19,13,0.0,False,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,APK,governor,sova,138.0,11,17,6,1.0,False,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,APK,batujnax,cypher,148.0,13,17,5,2.0,False,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,APK,avova,omen,141.0,11,18,7,0.0,False,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,NAVI,shao,sova,221.0,20,13,5,3.0,True,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,NAVI,koalanoob,yoru,244.0,22,17,3,7.0,True,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,NAVI,ruxic,omen,181.0,15,14,11,2.0,True,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,NAVI,hiro,cypher,228.0,20,16,4,2.0,True,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Haven,NAVI,ange1,vyse,131.0,9,15,9,1.0,True,11‑13,2025-04-02,8,https://www.vlr.gg/459833/apeks-vs-natus-vincere-champions-tour-2025-emea-stage-1-w2,EMEA,8_EMEA
Icebox,FUT,mrfalin,sova,240.0,17,15,7,2.0,False,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Icebox,FUT,xeus,jett,253.0,19,18,3,5.0,False,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Icebox,FUT,qraxs,kayo,153.0,13,15,11,0.0,False,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Icebox,FUT,atakaptan,viper,152.0,13,18,6,3.0,False,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Icebox,FUT,yetujey,tejo,133.0,11,19,7,0.0,False,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Icebox,M8,kamyk,kayo,286.0,22,15,16,2.0,True,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Icebox,M8,k4davra,viper,208.0,17,14,7,3.0,True,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Icebox,M8,minny,killjoy,184.0,16,13,1,1.0,True,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Icebox,M8,zyppan,tejo,138.0,11,13,5,1.0,True,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Icebox,M8,click,waylay,233.0,19,18,2,6.0,True,10‑13,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,FUT,atakaptan,brimstone,220.0,23,24,28,4.0,True,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,FUT,xeus,neon,256.0,29,24,8,5.0,True,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,FUT,mrfalin,breach,209.0,28,24,12,2.0,True,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,FUT,yetujey,cypher,224.0,26,25,7,5.0,True,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,FUT,qraxs,kayo,184.0,20,24,20,3.0,True,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,M8,kamyk,breach,268.0,34,26,8,2.0,False,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,M8,k4davra,brimstone,218.0,25,25,15,7.0,False,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,M8,zyppan,tejo,186.0,22,24,12,3.0,False,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,M8,minny,cypher,197.0,25,25,7,3.0,False,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Fracture,M8,click,neon,140.0,15,26,7,0.0,False,18‑16,2025-04-03,9,https://www.vlr.gg/459834/fut-esports-vs-gentle-mates-champions-tour-2025-emea-stage-1-w2,EMEA,9_EMEA
Haven,TH,wo0t,iso,320.0,20,11,4,5.0,True,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Haven,TH,miniboo,yoru,265.0,16,7,4,2.0,True,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Haven,TH,benjyfishy,cypher,246.0,15,10,5,2.0,True,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Haven,TH,riens,sova,215.0,13,8,9,2.0,True,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Haven,TH,boo,omen,147.0,9,7,7,1.0,True,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Haven,GX,runner,tejo,202.0,10,14,4,0.0,False,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Haven,GX,purp0,iso,193.0,11,14,2,1.0,False,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Haven,GX,tomaszy,omen,175.0,9,14,4,0.0,False,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Haven,GX,westside,cypher,116.0,7,16,1,2.0,False,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Haven,GX,cloud,yoru,115.0,6,15,4,1.0,False,13‑3,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,TH,boo,omen,237.0,23,15,5,1.0,False,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,TH,wo0t,iso,256.0,19,19,6,4.0,False,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,TH,riens,fade,213.0,17,15,10,3.0,False,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,TH,miniboo,raze,219.0,18,17,3,6.0,False,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,TH,benjyfishy,viper,140.0,13,16,4,1.0,False,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,GX,runner,breach,195.0,15,17,13,1.0,True,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,GX,westside,cypher,201.0,17,16,10,1.0,True,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,GX,purp0,omen,190.0,16,20,11,2.0,True,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,GX,cloud,tejo,228.0,21,20,3,3.0,True,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,GX,tomaszy,yoru,152.0,13,18,5,2.0,True,11‑13,2025-04-03,10,https://www.vlr.gg/459835/team-heretics-vs-giantx-champions-tour-2025-emea-stage-1-w2,EMEA,10_EMEA
Split,VIT,kicks,breach,204.0,26,22,9,1.0,True,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Split,VIT,less,cypher,206.0,26,20,4,2.0,True,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Split,VIT,derke,yoru,178.0,20,24,8,5.0,True,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Split,VIT,sayf,tejo,201.0,24,28,6,5.0,True,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Split,VIT,cyvoph,omen,162.0,19,25,13,3.0,True,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Split,FNC,boaster,astra,237.0,29,18,17,4.0,False,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Split,FNC,kaajak,yoru,243.0,28,25,9,5.0,False,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Split,FNC,chronicle,viper,181.0,23,24,5,3.0,False,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Split,FNC,alfajer,raze,176.0,19,23,5,4.0,False,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Split,FNC,crashies,fade,177.0,20,25,10,2.0,False,18‑16,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,VIT,cyvoph,omen,181.0,12,12,6,2.0,False,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,VIT,less,viper,167.0,12,12,3,2.0,False,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,VIT,derke,yoru,181.0,12,14,4,3.0,False,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,VIT,kicks,breach,156.0,11,15,4,1.0,False,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,VIT,sayf,tejo,150.0,9,14,5,0.0,False,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,FNC,chronicle,viper,295.0,20,12,8,4.0,True,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,FNC,kaajak,raze,207.0,14,11,1,4.0,True,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,FNC,crashies,fade,155.0,12,10,2,0.0,True,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,FNC,boaster,omen,139.0,8,10,12,1.0,True,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,FNC,alfajer,killjoy,181.0,13,13,1,2.0,True,6‑13,2025-04-04,11,https://www.vlr.gg/459836/team-vitality-vs-fnatic-champions-tour-2025-emea-stage-1-w2,EMEA,11_EMEA
Lotus,MKOI,sheydos,tejo,158.0,8,11,3,2.0,False,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Lotus,MKOI,soulcas,vyse,147.0,7,12,3,0.0,False,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Lotus,MKOI,grubinho,omen,71.0,3,11,7,1.0,False,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Lotus,MKOI,filu,yoru,108.0,5,11,2,1.0,False,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Lotus,MKOI,flyuh,cypher,104.0,4,13,1,1.0,False,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Lotus,KC,elite,vyse,213.0,12,3,6,1.0,True,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Lotus,KC,marteen,yoru,304.0,17,5,4,2.0,True,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Lotus,KC,avez,fade,240.0,14,6,3,2.0,True,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Lotus,KC,suygetsu,omen,134.0,8,4,6,2.0,True,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Lotus,KC,saadhak,harbor,157.0,7,9,7,3.0,True,2‑13,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,MKOI,flyuh,sova,266.0,21,16,11,3.0,False,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,MKOI,grubinho,viper,200.0,19,20,7,5.0,False,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,MKOI,filu,iso,206.0,21,20,4,3.0,False,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,MKOI,soulcas,tejo,146.0,15,16,4,1.0,False,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,MKOI,sheydos,killjoy,125.0,12,15,4,2.0,False,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,KC,avez,tejo,255.0,25,16,3,3.0,True,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,KC,saadhak,kayo,179.0,15,17,16,2.0,True,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,KC,elite,killjoy,223.0,20,20,3,3.0,True,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,KC,marteen,omen,153.0,11,17,10,3.0,True,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Icebox,KC,suygetsu,viper,160.0,16,18,3,1.0,True,12‑14,2025-04-04,12,https://www.vlr.gg/459837/koi-vs-karmine-corp-champions-tour-2025-emea-stage-1-w2,EMEA,12_EMEA
Pearl,MKOI,sheydos,sova,244.0,18,13,0,2.0,False,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Pearl,MKOI,filu,yoru,277.0,16,17,8,8.0,False,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Pearl,MKOI,soulcas,tejo,182.0,13,14,4,1.0,False,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Pearl,MKOI,grubinho,astra,131.0,9,13,10,0.0,False,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Pearl,MKOI,flyuh,vyse,108.0,5,18,5,1.0,False,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Pearl,BBL,lewn,yoru,291.0,20,12,6,1.0,True,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Pearl,BBL,magnum,vyse,270.0,19,13,7,3.0,True,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Pearl,BBL,jamppi,sova,215.0,16,11,1,0.0,True,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Pearl,BBL,sociablee,chamber,180.0,13,14,2,2.0,True,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Pearl,BBL,profek,astra,127.0,7,11,12,1.0,True,6‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,MKOI,filu,iso,256.0,17,20,3,3.0,False,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,MKOI,soulcas,tejo,186.0,14,17,6,0.0,False,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,MKOI,flyuh,sova,196.0,15,20,2,1.0,False,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,MKOI,sheydos,killjoy,151.0,10,17,2,1.0,False,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,MKOI,grubinho,viper,110.0,8,19,6,1.0,False,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,BBL,lewn,jett,332.0,26,14,5,5.0,True,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,BBL,sociablee,tejo,233.0,22,11,1,3.0,True,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,BBL,profek,viper,252.0,20,16,3,3.0,True,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,BBL,jamppi,kayo,155.0,12,11,9,2.0,True,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Icebox,BBL,magnum,killjoy,158.0,13,12,2,3.0,True,9‑13,2025-04-09,13,https://www.vlr.gg/459839/koi-vs-bbl-esports-champions-tour-2025-emea-stage-1-w3,EMEA,13_EMEA
Fracture,NAVI,ruxic,brimstone,300.0,23,18,7,2.0,False,9‑13,2025-04-09,14,https://www.vlr.gg/459840/natus-vincere-vs-giantx-champions-tour-2025-emea-stage-1-w3,EMEA,14_EMEA
Fracture,NAVI,hiro,cypher,180.0,14,15,6,1.0,False,9‑13,2025-04-09,14,https://www.vlr.gg/459840/natus-vincere-vs-giantx-champions-tour-2025-emea-stage-1-w3,EMEA,14_EMEA
