Map,Team,Player,Agent,ACS,Kills,Deaths,Assists,FirstKills,Winner,MapScore,Date,MatchID,MatchURL,Region,Match_ID
Lotus,MKOI,grubinho,omen,137.0,11,17,4,1.0,False,13‑9,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,TL,kamo,yoru,261.0,18,9,4,1.0,True,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,TL,keiko,raze,260.0,17,13,3,3.0,True,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,TL,patitek,fade,191.0,12,11,10,2.0,True,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,TL,nats,viper,261.0,18,14,0,3.0,True,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,TL,serial,astra,171.0,10,12,13,1.0,True,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,MKOI,sheydos,breach,219.0,12,14,8,1.0,False,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,MKOI,soulcas,tejo,209.0,14,14,2,3.0,False,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,MKOI,flyuh,viper,223.0,14,15,6,1.0,False,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,MKOI,filu,yoru,169.0,11,16,2,3.0,False,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Split,MKOI,grubinho,omen,135.0,8,16,8,0.0,False,13‑5,2025-04-16,20,https://www.vlr.gg/459846/team-liquid-vs-koi-champions-tour-2025-emea-stage-1-w4,EMEA,20_EMEA
Lotus,M8,k4davra,omen,289.0,26,18,7,3.0,False,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Lotus,M8,kamyk,breach,240.0,24,15,2,1.0,False,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Lotus,M8,click,yoru,205.0,18,17,2,4.0,False,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Lotus,M8,minny,viper,170.0,14,16,11,3.0,False,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Lotus,M8,zyppan,tejo,94.0,7,21,3,2.0,False,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Lotus,BBL,lewn,jett,277.0,24,18,4,7.0,True,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Lotus,BBL,jamppi,breach,216.0,20,15,10,0.0,True,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Lotus,BBL,sociablee,tejo,169.0,16,17,6,1.0,True,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Lotus,BBL,profek,omen,171.0,15,19,10,4.0,True,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Lotus,BBL,magnum,cypher,124.0,12,20,6,1.0,True,12‑14,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,M8,minny,cypher,189.0,10,13,1,1.0,False,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,M8,k4davra,omen,161.0,9,13,5,1.0,False,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,M8,click,jett,172.0,9,14,2,1.0,False,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,M8,kamyk,breach,115.0,4,14,7,0.0,False,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,M8,zyppan,sova,73.0,3,15,3,1.0,False,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,BBL,sociablee,sova,421.0,26,4,7,2.0,True,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,BBL,jamppi,breach,177.0,11,4,10,1.0,True,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,BBL,magnum,cypher,239.0,11,7,7,3.0,True,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,BBL,profek,omen,198.0,10,9,10,1.0,True,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Haven,BBL,lewn,jett,218.0,11,11,4,4.0,True,2‑13,2025-04-17,21,https://www.vlr.gg/459847/gentle-mates-vs-bbl-esports-champions-tour-2025-emea-stage-1-w4,EMEA,21_EMEA
Ascent,GX,ara,jett,244.0,21,15,2,5.0,True,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Ascent,GX,cloud,sova,215.0,18,15,2,4.0,True,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Ascent,GX,flickless,kayo,203.0,16,15,4,1.0,True,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Ascent,GX,westside,cypher,172.0,15,14,5,0.0,True,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Ascent,GX,purp0,omen,131.0,10,12,11,0.0,True,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Ascent,FNC,kaajak,yoru,256.0,20,17,7,4.0,False,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Ascent,FNC,alfajer,vyse,219.0,18,18,4,5.0,False,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Ascent,FNC,boaster,omen,198.0,17,16,6,3.0,False,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Ascent,FNC,chronicle,sova,139.0,10,13,7,0.0,False,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Ascent,FNC,crashies,tejo,90.0,6,16,5,1.0,False,13‑10,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,GX,ara,neon,226.0,13,14,4,3.0,False,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,GX,westside,vyse,228.0,15,14,5,3.0,False,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,GX,purp0,omen,163.0,12,13,3,1.0,False,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,GX,flickless,breach,135.0,8,14,6,0.0,False,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,GX,cloud,tejo,133.0,9,16,4,2.0,False,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,FNC,crashies,fade,197.0,14,8,7,1.0,True,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,FNC,alfajer,killjoy,234.0,17,13,3,0.0,True,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,FNC,kaajak,raze,254.0,16,12,1,3.0,True,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,FNC,boaster,omen,191.0,11,9,9,1.0,True,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Lotus,FNC,chronicle,viper,216.0,13,15,7,4.0,True,5‑13,2025-04-17,22,https://www.vlr.gg/459848/giantx-vs-fnatic-champions-tour-2025-emea-stage-1-w4,EMEA,22_EMEA
Pearl,KC,marteen,yoru,279.0,26,16,5,5.0,True,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Pearl,KC,suygetsu,astra,233.0,23,15,10,3.0,True,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Pearl,KC,avez,fade,230.0,19,17,12,0.0,True,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Pearl,KC,saadhak,harbor,192.0,18,16,6,6.0,True,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Pearl,KC,elite,vyse,123.0,10,15,11,1.0,True,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Pearl,FUT,atakaptan,astra,238.0,23,18,9,1.0,False,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Pearl,FUT,mrfalin,tejo,236.0,20,24,9,4.0,False,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Pearl,FUT,yetujey,cypher,126.0,10,16,6,1.0,False,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Pearl,FUT,qraxs,fade,157.0,13,17,4,1.0,False,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Pearl,FUT,xeus,yoru,130.0,13,21,5,4.0,False,14‑12,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,KC,saadhak,harbor,226.0,13,14,7,1.0,False,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,KC,marteen,yoru,260.0,16,15,2,6.0,False,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,KC,suygetsu,omen,190.0,13,13,8,0.0,False,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,KC,avez,fade,135.0,8,16,1,1.0,False,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,KC,elite,vyse,80.0,4,16,4,0.0,False,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,FUT,xeus,waylay,359.0,24,12,2,5.0,True,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,FUT,mrfalin,breach,196.0,12,8,12,1.0,True,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,FUT,atakaptan,omen,222.0,14,12,11,0.0,True,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,FUT,yetujey,cypher,210.0,14,11,6,4.0,True,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Lotus,FUT,qraxs,fade,152.0,10,11,7,0.0,True,5‑13,2025-04-18,23,https://www.vlr.gg/459849/karmine-corp-vs-fut-esports-champions-tour-2025-emea-stage-1-w4,EMEA,23_EMEA
Haven,NAVI,ange1,vyse,186.0,10,14,1,1.0,False,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Haven,NAVI,koalanoob,yoru,184.0,10,16,2,2.0,False,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Haven,NAVI,ruxic,omen,142.0,7,14,4,1.0,False,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Haven,NAVI,shao,sova,125.0,6,14,3,0.0,False,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Haven,NAVI,hiro,cypher,67.0,3,16,2,0.0,False,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Haven,TH,miniboo,yoru,341.0,21,8,6,3.0,True,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Haven,TH,riens,sova,248.0,15,5,4,4.0,True,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Haven,TH,benjyfishy,cypher,166.0,12,6,2,0.0,True,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Haven,TH,wo0t,iso,286.0,17,9,5,3.0,True,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Haven,TH,boo,omen,188.0,9,8,10,2.0,True,3‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,NAVI,shao,tejo,314.0,25,12,4,0.0,False,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,NAVI,ruxic,astra,151.0,11,15,5,1.0,False,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,NAVI,koalanoob,yoru,146.0,11,15,5,2.0,False,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,NAVI,ange1,sova,133.0,9,16,4,0.0,False,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,NAVI,hiro,killjoy,134.0,9,17,3,1.0,False,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,TH,miniboo,yoru,274.0,20,13,9,5.0,True,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,TH,benjyfishy,cypher,188.0,14,13,4,2.0,True,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,TH,riens,sova,177.0,13,12,5,3.0,True,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,TH,wo0t,jett,212.0,17,15,1,6.0,True,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Pearl,TH,boo,astra,142.0,11,12,10,1.0,True,8‑13,2025-04-18,24,https://www.vlr.gg/459850/natus-vincere-vs-team-heretics-champions-tour-2025-emea-stage-1-w4,EMEA,24_EMEA
Ascent,BBL,profek,omen,215.0,37,29,27,2.0,True,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Ascent,BBL,magnum,fade,226.0,38,33,24,3.0,True,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Ascent,BBL,sociablee,tejo,235.0,40,31,9,7.0,True,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Ascent,BBL,lewn,jett,260.0,42,37,9,10.0,True,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Ascent,BBL,jamppi,kayo,128.0,18,39,23,3.0,True,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Ascent,FUT,mrfalin,sova,265.0,38,33,24,7.0,False,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Ascent,FUT,qraxs,kayo,218.0,40,31,20,3.0,False,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Ascent,FUT,yetujey,killjoy,225.0,38,33,6,5.0,False,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Ascent,FUT,atakaptan,omen,191.0,31,37,21,2.0,False,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Ascent,FUT,xeus,jett,132.0,22,41,6,6.0,False,25‑23,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,BBL,jamppi,kayo,227.0,20,15,18,0.0,True,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,BBL,profek,viper,219.0,19,15,5,2.0,True,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,BBL,magnum,killjoy,247.0,20,17,4,4.0,True,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,BBL,sociablee,tejo,223.0,19,16,6,1.0,True,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,BBL,lewn,jett,235.0,20,17,7,6.0,True,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,FUT,yetujey,deadlock,267.0,23,16,9,1.0,False,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,FUT,qraxs,kayo,234.0,19,19,15,1.0,False,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,FUT,atakaptan,viper,164.0,14,21,2,1.0,False,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,FUT,xeus,waylay,175.0,14,22,2,8.0,False,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Icebox,FUT,mrfalin,tejo,128.0,10,20,4,0.0,False,13‑11,2025-04-23,25,https://www.vlr.gg/459852/bbl-esports-vs-fut-esports-champions-tour-2025-emea-stage-1-w5,EMEA,25_EMEA
Lotus,GX,westside,vyse,258.0,20,9,5,3.0,True,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Lotus,GX,ara,neon,231.0,17,10,3,1.0,True,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Lotus,GX,cloud,tejo,242.0,18,12,9,2.0,True,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Lotus,GX,flickless,breach,175.0,11,13,10,1.0,True,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Lotus,GX,runner,omen,141.0,11,11,7,0.0,True,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Lotus,APK,florescent,yoru,261.0,17,14,6,4.0,False,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Lotus,APK,molsi,breach,162.0,13,15,10,2.0,False,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Lotus,APK,avova,omen,125.0,8,16,6,1.0,False,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Lotus,APK,governor,tejo,155.0,10,16,2,4.0,False,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Lotus,APK,batujnax,viper,111.0,7,16,2,2.0,False,13‑7,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Ascent,GX,cloud,sova,265.0,22,12,6,5.0,True,13‑9,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Ascent,GX,runner,omen,206.0,18,12,7,1.0,True,13‑9,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Ascent,GX,ara,jett,293.0,22,18,5,7.0,True,13‑9,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Ascent,GX,flickless,kayo,140.0,11,15,11,0.0,True,13‑9,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Ascent,GX,westside,cypher,165.0,14,15,3,1.0,True,13‑9,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Ascent,APK,florescent,yoru,350.0,27,19,7,5.0,False,13‑9,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Ascent,APK,molsi,deadlock,188.0,17,14,5,0.0,False,13‑9,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Ascent,APK,avova,omen,150.0,11,16,11,1.0,False,13‑9,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
Ascent,APK,batujnax,cypher,130.0,9,18,6,1.0,False,13‑9,2025-04-23,26,https://www.vlr.gg/459853/giantx-vs-apeks-champions-tour-2025-emea-stage-1-w5,EMEA,26_EMEA
